"Id","SalePrice"
1669,211558.973684211
1670,288890.868421053
1671,221050.815789474
1672,326803.052631579
1673,303006.289473684
1674,258541.263157895
1675,167261.526315789
1676,180161.473684211
1677,166248.368421053
1678,336385.447368421
1679,250270.026315789
1680,245857.815789474
1681,190225.789473684
1682,249862.105263158
1683,168636.763157895
1684,164366.578947368
1685,172612.947368421
1686,143832.105263158
1687,158790.368421053
1688,192155.263157895
1689,185836.842105263
1690,176941.710526316
1691,157896.815789474
1692,241308.131578947
1693,158790.368421053
1694,177134.394736842
1695,161822.684210526
1696,265451.026315789
1697,165954.263157895
1698,317709.868421053
1699,302745.657894737
1700,248099.368421053
1701,239991.789473684
1702,266703.526315789
1703,240041.657894737
1704,266564.210526316
1705,185357.289473684
1706,333147.894736842
1707,187792.368421053
1708,186519.684210526
1709,249824.578947368
1710,205108.289473684
1711,276731.210526316
1712,218449.684210526
1713,240274.5
1714,208886.894736842
1715,204498.210526316
1716,170086.605263158
1717,148268.421052632
1718,103296.710526316
1719,210564.868421053
1720,233308.157894737
1721,148517.657894737
1722,99407.2368421053
1723,143705.263157895
1724,207503.184210526
1725,229352.263157895
1726,219500.078947368
1727,169695.289473684
1728,194174.736842105
1729,173357.815789474
1730,221843.342105263
1731,121452.842105263
1732,133491.052631579
1733,124624.763157895
1734,120271.842105263
1735,118257.894736842
1736,116680.263157895
1737,305522.026315789
1738,212390.131578947
1739,352344.526315789
1740,217861.921052632
1741,176229.5
1742,179145.447368421
1743,181917.894736842
1744,218207.236842105
1745,198375.131578947
1746,265835.157894737
1747,293291.184210526
1748,294577.763157895
1749,169804.105263158
1750,133316.578947368
1751,217706.131578947
1752,114845.815789474
1753,178304.657894737
1754,221971.447368421
1755,167618.105263158
1756,128414.236842105
1757,114845.815789474
1758,189224.473684211
1759,217982.236842105
1760,169456.210526316
1761,167978.947368421
1762,227324.710526316
1763,162755.842105263
1764,118226.526315789
1765,212464.605263158
1766,194358.684210526
1767,207735.052631579
1768,130207.894736842
1769,166060.184210526
1770,116044.736842105
1771,133342.789473684
1772,149937.342105263
1773,135229.605263158
1774,190608.868421053
1775,122239.605263158
1776,144284.026315789
1777,109303.947368421
1778,115573.026315789
1779,157203.052631579
1780,174060.842105263
1781,127598.684210526
1782,121556.131578947
1783,175563.368421053
1784,119702.763157895
1785,124294.868421053
1786,245620.263157895
1787,200065.921052632
1788,88300
1789,122434.473684211
1790,109988.157894737
1791,329852.552631579
1792,152127.657894737
1793,130135.342105263
1794,125281.394736842
1795,127483.684210526
1796,136171.210526316
1797,153839.473684211
1798,119673.815789474
1799,104565.789473684
1800,129053.947368421
1801,178943.421052632
1802,204417.315789474
1803,201953.026315789
1804,132368.684210526
1805,119379.078947368
1806,129626.315789474
1807,189670.131578947
1808,165597.315789474
1809,126488.157894737
1810,175209.921052632
1811,142829.921052632
1812,122210.526315789
1813,128526.315789474
1814,116706.578947368
1815,102256.868421053
1816,110071.921052632
1817,204935.789473684
1818,214037.368421053
1819,131502.631578947
1820,90502.6315789474
1821,136712.736842105
1822,203857.131578947
1823,90068.4210526316
1824,131845.736842105
1825,152813.157894737
1826,126977.789473684
1827,117571.052631579
1828,143794.315789474
1829,148874.236842105
1830,196189.473684211
1831,178100.710526316
1832,174491.763157895
1833,187935.921052632
1834,160915.710526316
1835,153929.921052632
1836,159147.368421053
1837,90752.6315789474
1838,138621.184210526
1839,104936.842105263
1840,104907.894736842
1841,124500.657894737
1842,121974.342105263
1843,148144.842105263
1844,137369.552631579
1845,176327.368421053
1846,146834.210526316
1847,210881.973684211
1848,89818.4210526316
1849,166141.184210526
1850,120907.368421053
1851,147265.368421053
1852,123453.289473684
1853,124424.342105263
1854,135756.394736842
1855,162569.736842105
1856,204335.184210526
1857,220939.263157895
1858,271263.631578947
1859,172050.710526316
1860,165003.605263158
1861,173309.921052632
1862,324251.526315789
1863,324251.526315789
1864,324251.526315789
1865,261945.052631579
1866,276329.868421053
1867,234505.526315789
1868,216318.105263158
1869,173603.421052632
1870,173129.552631579
1871,234048.473684211
1872,167449.263157895
1873,213959.289473684
1874,123341.921052632
1875,194531.052631579
1876,213520.473684211
1877,185925.789473684
1878,208988.421052632
1879,116711.605263158
1880,131502.842105263
1881,258271.973684211
1882,232039.973684211
1883,199619.868421053
1884,220597.289473684
1885,195801.315789474
1886,219970.736842105
1887,167806.973684211
1888,253478.210526316
1889,171105.578947368
1890,159396.973684211
1891,144085.342105263
1892,114319.5
1893,128626.421052632
1894,142829.921052632
1895,145348.842105263
1896,128392.105263158
1897,127406.578947368
1898,121263.921052632
1899,150631
1900,126737.5
1901,177483.605263158
1902,131259.078947368
1903,230515
1904,130284.368421053
1905,191636.842105263
1906,143607.684210526
1907,231543.842105263
1908,127897.184210526
1909,150633.842105263
1910,150633.842105263
1911,221472.157894737
1912,242251.210526316
1913,229509.368421053
1914,95206.8684210526
1915,203650
1916,112548.684210526
1917,248271.105263158
1918,119156.342105263
1919,168789.289473684
1920,214982.131578947
1921,303131.026315789
1922,259208.947368421
1923,212508.763157895
1924,203302.210526316
1925,217825
1926,302828.210526316
1927,123031.052631579
1928,171941.184210526
1929,116740.342105263
1930,135431.578947368
1931,127375.263157895
1932,157395.157894737
1933,261249.736842105
1934,194915.789473684
1935,175165.921052632
1936,197068.421052632
1937,175473.684210526
1938,166168.842105263
1939,198433.026315789
1940,173321.210526316
1941,190313.157894737
1942,168715.789473684
1943,173206.763157895
1944,302321.868421053
1945,263174.394736842
1946,180248.947368421
1947,201484.342105263
1948,206270
1949,211771.184210526
1950,167425.421052632
1951,218063.157894737
1952,195140.447368421
1953,149079.894736842
1954,217550.394736842
1955,163363.368421053
1956,359118.315789474
1957,178046.105263158
1958,314666.605263158
1959,197550.973684211
1960,116477.631578947
1961,122434.473684211
1962,114988.157894737
1963,121451.526315789
1964,126944.736842105
1965,175725.184210526
1966,132501.131578947
1967,257678.105263158
1968,277232.210526316
1969,274919.5
1970,324783.631578947
1971,345477.868421053
1972,328317.394736842
1973,239915.368421053
1974,307620.552631579
1975,328099.447368421
1976,227582
1977,308210.710526316
1978,313709.868421053
1979,296987.473684211
1980,164483.289473684
1981,287239.763157895
1982,161992.5
1983,161992.5
1984,193623.684210526
1985,194058.657894737
1986,214856.342105263
1987,151031.105263158
1988,177134.394736842
1989,171163.157894737
1990,210255.657894737
1991,166248.368421053
1992,188898.078947368
1993,161097.289473684
1994,209811.236842105
1995,193397.368421053
1996,227097.447368421
1997,261806.789473684
1998,301352.184210526
1999,226501.026315789
2000,321093.421052632
2001,308042.5
2002,213354.5
2003,298063.052631579
2004,294605.157894737
2005,180305.526315789
2006,178857.026315789
2007,217909.394736842
2008,163051.078947368
2009,211896.184210526
2010,207057.894736842
2011,102559.868421053
2012,146161.842105263
2013,207931.578947368
2014,210334.210526316
2015,204886.842105263
2016,207828.947368421
2017,216993.5
2018,120779.157894737
2019,126480.026315789
2020,114963.368421053
2021,116680.263157895
2022,181847.552631579
2023,194202.763157895
2024,283087.842105263
2025,311329.263157895
2026,170925.210526316
2027,162598.289473684
2028,180123.184210526
2029,183253.342105263
2030,201739.473684211
2031,169006.736842105
2032,178988.973684211
2033,199631.578947368
2034,169192.552631579
2035,198114.131578947
2036,193884.210526316
2037,190628.947368421
2038,321055.736842105
2039,154424.394736842
2040,345635.236842105
2041,215969.736842105
2042,210168.815789474
2043,172113.947368421
2044,188750.131578947
2045,208771.052631579
2046,193652.763157895
2047,179823.026315789
2048,129473.947368421
2049,196735.657894737
2050,188360.657894737
2051,120245.394736842
2052,149076.315789474
2053,123632.236842105
2054,115248.684210526
2055,178813.815789474
2056,138113.263157895
2057,119841.578947368
2058,221175
2059,132874.342105263
2060,172927.684210526
2061,175555.578947368
2062,129863.315789474
2063,115005.263157895
2064,146834.763157895
2065,122588.368421053
2066,203781.894736842
2067,161850.710526316
2068,187540.447368421
2069,125320.815789474
2070,127655.263157895
2071,104696.052631579
2072,236740.210526316
2073,123328.421052632
2074,172265.026315789
2075,135052.631578947
2076,125252.894736842
2077,145763.973684211
2078,118370.526315789
2079,160767.105263158
2080,116156.578947368
2081,127509.210526316
2082,150882.552631579
2083,191436.842105263
2084,122829.815789474
2085,123526.973684211
2086,133474.342105263
2087,155958.973684211
2088,140522.078947368
2089,102971.342105263
2090,143377.342105263
2091,133728.605263158
2092,187271.052631579
2093,147035.184210526
2094,100643.421052632
2095,215787.157894737
2096,116046.052631579
2097,101923.026315789
2098,233342.368421053
2099,94367.3947368421
2100,133619.736842105
2101,174439.473684211
2102,156914.578947368
2103,119587.631578947
2104,210375.184210526
2105,128121.052631579
2106,133513.947368421
2107,236088.684210526
2108,116097.368421053
2109,125420.526315789
2110,130839.473684211
2111,144493.421052632
2112,146890.447368421
2113,127546.052631579
2114,125175.763157895
2115,145766.763157895
2116,121143.184210526
2117,195191.368421053
2118,129113.157894737
2119,113615.131578947
2120,133799.210526316
2121,114759.210526316
2122,142702.894736842
2123,109293.421052632
2124,206389.868421053
2125,226712.263157895
2126,233658.552631579
2127,193301.710526316
2128,152003.526315789
2129,120895.605263158
2130,173375.105263158
2131,200925.131578947
2132,156139.894736842
2133,120486.315789474
2134,140642.105263158
2135,124272.368421053
2136,113394.736842105
2137,123671.710526316
2138,132947.184210526
2139,143123.5
2140,117242.105263158
2141,137369.552631579
2142,123240.131578947
2143,146413.157894737
2144,140108.578947368
2145,115263.157894737
2146,160296.052631579
2147,215484.868421053
2148,174379.736842105
2149,127140.289473684
2150,186033.394736842
2151,123453.289473684
2152,127671.052631579
2153,147449.631578947
2154,92160.5263157895
2155,141220.5
2156,309908.210526316
2157,206390.921052632
2158,215218.5
2159,207208.289473684
2160,167327.315789474
2161,258541.263157895
2162,330168.368421053
2163,282538.605263158
2164,227872.157894737
2165,187863.157894737
2166,134732.973684211
2167,182266.210526316
2168,222713.236842105
2169,216783.026315789
2170,226997.184210526
2171,147383.868421053
2172,142228.763157895
2173,174908.605263158
2174,230256.289473684
2175,279340.157894737
2176,256846.184210526
2177,255724.894736842
2178,199591.447368421
2179,125931.342105263
2180,263657.368421053
2181,177780.315789474
2182,239033.421052632
2183,177538.578947368
2184,125400.131578947
2185,137369.552631579
2186,146547.368421053
2187,143906.394736842
2188,168937.684210526
2189,374702.605263158
2190,103046.710526316
2191,103046.710526316
2192,88502.6315789474
2193,99090.7894736842
2194,101331.578947368
2195,116998.684210526
2196,129682.263157895
2197,124651.315789474
2198,142622.236842105
2199,193129.921052632
2200,149584.236842105
2201,145100.421052632
2202,136010.105263158
2203,210125.052631579
2204,182087.552631579
2205,129926.315789474
2206,128691.578947368
2207,272468.157894737
2208,222714.552631579
2209,195782.552631579
2210,128976.131578947
2211,112451.315789474
2212,123111.184210526
2213,104907.894736842
2214,160901.315789474
2215,118597.131578947
2216,195078.026315789
2217,120284.210526316
2218,131163.263157895
2219,114244.078947368
2220,112664.473684211
2221,210501.447368421
2222,198350
2223,293197.131578947
2224,279315.473684211
2225,189243.078947368
2226,197117.842105263
2227,188875
2228,228572.605263158
2229,227195.552631579
2230,165175.315789474
2231,211545.868421053
2232,176803.868421053
2233,164536.5
2234,181731.105263158
2235,189957.894736842
2236,209880.342105263
2237,307909.578947368
2238,188961.315789474
2239,98492.1052631579
2240,151298.105263158
2241,168044.736842105
2242,141024.815789474
2243,158250.105263158
2244,117890.789473684
2245,117890.789473684
2246,124134.210526316
2247,98152.6315789474
2248,111322.368421053
2249,115588.157894737
2250,127888.157894737
2251,160687.552631579
2252,210131.578947368
2253,160328.710526316
2254,177307.894736842
2255,187823.684210526
2256,178554.657894737
2257,219045.605263158
2258,144449.342105263
2259,176434.210526316
2260,150502.684210526
2261,161909.263157895
2262,176115.078947368
2263,315510.078947368
2264,336971.631578947
2265,214602.947368421
2266,209265.315789474
2267,287510.921052632
2268,278463.763157895
2269,154782.842105263
2270,190268.552631579
2271,202784.368421053
2272,198436.842105263
2273,157551.368421053
2274,175468.447368421
2275,170946.052631579
2276,168350.921052632
2277,205349.263157895
2278,180646.868421053
2279,120233.973684211
2280,116634.210526316
2281,171836.078947368
2282,173693.447368421
2283,125400.131578947
2284,131703.947368421
2285,122710
2286,119067.315789474
2287,265149.473684211
2288,265455.578947368
2289,319423.657894737
2290,341111.447368421
2291,301937.394736842
2292,312044.236842105
2293,329189.394736842
2294,325830.473684211
2295,332328.210526316
2296,273733.631578947
2297,301074.605263158
2298,287991.710526316
2299,344714.184210526
2300,318791.421052632
2301,278280.078947368
2302,256278.105263158
2303,199486.973684211
2304,289520.421052632
2305,179293.052631579
2306,179293.052631579
2307,168509.342105263
2308,210332.657894737
2309,210017.394736842
2310,166202.789473684
2311,168636.763157895
2312,204307.315789474
2313,174865.184210526
2314,177713.078947368
2315,179771.710526316
2316,161040.526315789
2317,156031.605263158
2318,179842.210526316
2319,166391.763157895
2320,153800.184210526
2321,207450.552631579
2322,143313.578947368
2323,148297.368421053
2324,158790.368421053
2325,200060.526315789
2326,161042.921052632
2327,202305.657894737
2328,208153.026315789
2329,188815.789473684
2330,192878.947368421
2331,329189.394736842
2332,351436.736842105
2333,313230.447368421
2334,252254.473684211
2335,216377.184210526
2336,327899.921052632
2337,188094.763157895
2338,248895.052631579
2339,190324.736842105
2340,310776.605263158
2341,199035.052631579
2342,192761.578947368
2343,199498.473684211
2344,221640.868421053
2345,289759.894736842
2346,182459.078947368
2347,175274.184210526
2348,221347.736842105
2349,207171.342105263
2350,301789.368421053
2351,208461.894736842
2352,211636.368421053
2353,320725
2354,101023.026315789
2355,102125.657894737
2356,141189.289473684
2357,204249.473684211
2358,211285.921052632
2359,127301.315789474
2360,116568.631578947
2361,137765.289473684
2362,271603.578947368
2363,129809.026315789
2364,141235.342105263
2365,165198.552631579
2366,149301.315789474
2367,203418.421052632
2368,171165.026315789
2369,205142.105263158
2370,175001.236842105
2371,180008.210526316
2372,187082.815789474
2373,212681.578947368
2374,330322.394736842
2375,184282.631578947
2376,248267.631578947
2377,292256.078947368
2378,151851.368421053
2379,253074.631578947
2380,138276.131578947
2381,174751.868421053
2382,201535.657894737
2383,198581.578947368
2384,219458.289473684
2385,143123.5
2386,121696.842105263
2387,125554.736842105
2388,151608.868421053
2389,132707.894736842
2390,147528.289473684
2391,133673.184210526
2392,114660.736842105
2393,148688.815789474
2394,129611.657894737
2395,223348.394736842
2396,129705.263157895
2397,196885.657894737
2398,124360.789473684
2399,89818.4210526316
2400,89818.4210526316
2401,111677.184210526
2402,129063.157894737
2403,238250.815789474
2404,159466.210526316
2405,155919.394736842
2406,118955.473684211
2407,119804.736842105
2408,139860.026315789
2409,130796.210526316
2410,180714.605263158
2411,116466
2412,142908.026315789
2413,133316.578947368
2414,130375.157894737
2415,184031.684210526
2416,122866
2417,118989.605263158
2418,115453.947368421
2419,159882.131578947
2420,127608.973684211
2421,143606.578947368
2422,132302.631578947
2423,129088.157894737
2424,159386.842105263
2425,367845.763157895
2426,164778.605263158
2427,129975
2428,145448.684210526
2429,115018.421052632
2430,114532.894736842
2431,152544.657894737
2432,118597.5
2433,136065.157894737
2434,130510
2435,149884.973684211
2436,117044.736842105
2437,114953.5
2438,117671.052631579
2439,130355.526315789
2440,165739.131578947
2441,117211.842105263
2442,111623.684210526
2443,125996.842105263
2444,154061.5
2445,123937.5
2446,163758.947368421
2447,282002.684210526
2448,161478.947368421
2449,151177.026315789
2450,201092.105263158
2451,142574.447368421
2452,252524.631578947
2453,116723.894736842
2454,160795.815789474
2455,121754.736842105
2456,142252.078947368
2457,126361.842105263
2458,125877.631578947
2459,115018.421052632
2460,171035.394736842
2461,127394.736842105
2462,134450.894736842
2463,145187.263157895
2464,212821.131578947
2465,176091.605263158
2466,160701.315789474
2467,165885.605263158
2468,126292.763157895
2469,125769.736842105
2470,270836.789473684
2471,189909.605263158
2472,262701.526315789
2473,159746.473684211
2474,155718.105263158
2475,218350.868421053
2476,128640.894736842
2477,120257.894736842
2478,187752.105263158
2479,124577.447368421
2480,136816.921052632
2481,124042.763157895
2482,124200.263157895
2483,116700
2484,127275.263157895
2485,117731.789473684
2486,137690.5
2487,306740.526315789
2488,126418.421052632
2489,160285.736842105
2490,130702.631578947
2491,124995.868421053
2492,208771.052631579
2493,168553.552631579
2494,209124.815789474
2495,131119.210526316
2496,245988.684210526
2497,149173.684210526
2498,125170.815789474
2499,117929.157894737
2500,125266.447368421
2501,129113.157894737
2502,135761.421052632
2503,130965.789473684
2504,218420.736842105
2505,209203.947368421
2506,260682.631578947
2507,315415.131578947
2508,260682.631578947
2509,232499.789473684
2510,199498.473684211
2511,172539.631578947
2512,226278.736842105
2513,224249.921052632
2514,189565.921052632
2515,135138.973684211
2516,175186.131578947
2517,120719.947368421
2518,122992.763157895
2519,237280.710526316
2520,212594.078947368
2521,216551.315789474
2522,214389.868421053
2523,128644.5
2524,119358.684210526
2525,134939.552631579
2526,139612.657894737
2527,117062.052631579
2528,128841.657894737
2529,122434.473684211
2530,129164.736842105
2531,217590.131578947
2532,240126.894736842
2533,206898.026315789
2534,197568.421052632
2535,252745.684210526
2536,227308.131578947
2537,176764.026315789
2538,201423.157894737
2539,158579.921052632
2540,166875.973684211
2541,182006.315789474
2542,174970.447368421
2543,123787.921052632
2544,144282.710526316
2545,165185.552631579
2546,150810.736842105
2547,138393.236842105
2548,222037.342105263
2549,177725.184210526
2550,372334.184210526
2551,142401.131578947
2552,119359.421052632
2553,103046.710526316
2554,105123.026315789
2555,113263.157894737
2556,120832.447368421
2557,126092.368421053
2558,223132.289473684
2559,152601.631578947
2560,127642.105263158
2561,122690.131578947
2562,135003.526315789
2563,135635.105263158
2564,145840.447368421
2565,143370.921052632
2566,147640.447368421
2567,160968.815789474
2568,208138.684210526
2569,195981.578947368
2570,130516.921052632
2571,201144.868421053
2572,136856.394736842
2573,216523.026315789
2574,314319.868421053
2575,168292.105263158
2576,132882.894736842
2577,184114.473684211
2578,94107.8947368421
2579,113785.526315789
2580,161860.184210526
2581,159096.210526316
2582,117774.342105263
2583,199086.973684211
2584,161397.315789474
2585,182654.947368421
2586,187599.157894737
2587,186759.210526316
2588,120339.236842105
2589,136816.921052632
2590,188875
2591,213569.289473684
2592,181576.315789474
2593,186723.684210526
2594,152872.026315789
2595,166946.657894737
2596,263876.684210526
2597,201794.210526316
2598,246487.789473684
2599,291451.210526316
2600,322624.684210526
2601,130086.842105263
2602,123663.815789474
2603,118080.263157895
2604,98492.1052631579
2605,124847.5
2606,137223.184210526
2607,160450.394736842
2608,227431.763157895
2609,188124.789473684
2610,89239.4736842105
2611,186181.578947368
2612,147170.710526316
2613,111322.368421053
2614,115502.631578947
2615,157412.684210526
2616,117896.842105263
2617,284939.421052632
2618,182944.684210526
2619,218829.605263158
2620,176738.868421053
2621,187794.736842105
2622,205488.894736842
2623,213979.342105263
2624,295899.078947368
2625,305415.526315789
2626,141051.973684211
2627,155783.947368421
2628,312993.552631579
2629,365063.894736842
2630,289515.973684211
2631,311252.315789474
2632,314046.184210526
2633,210765.789473684
2634,275202.947368421
2635,142332.894736842
2636,208821.447368421
2637,140427.447368421
2638,237617.105263158
2639,191944.394736842
2640,144386.842105263
2641,125252.894736842
2642,179261.315789474
2643,139202.631578947
2644,169927.078947368
2645,119050.657894737
2646,114561.842105263
2647,125400.131578947
2648,134685.526315789
2649,131378.289473684
2650,122710
2651,176613.342105263
2652,317268.789473684
2653,258172.842105263
2654,279328.078947368
2655,299190.342105263
2656,260413.368421053
2657,226413.552631579
2658,225653.131578947
2659,282211.026315789
2660,310946.578947368
2661,288557.473684211
2662,282376.552631579
2663,278002
2664,204989.473684211
2665,268190.368421053
2666,214165.789473684
2667,163731.236842105
2668,179364.868421053
2669,164722.026315789
2670,265684.289473684
2671,179364.868421053
2672,166797.210526316
2673,176868.605263158
2674,171707.289473684
2675,147291.473684211
2676,185836.842105263
2677,188898.078947368
2678,258492.947368421
2679,299771.105263158
2680,305762.236842105
2681,328330.473684211
2682,314262.5
2683,376616.526315789
2684,330338.921052632
2685,312493.552631579
2686,296179.947368421
2687,260488.315789474
2688,190401.052631579
2689,179327.236842105
2690,328177.684210526
2691,206200.657894737
2692,102125.657894737
2693,177977.131578947
2694,100704.605263158
2695,209160.526315789
2696,188702.631578947
2697,265331.763157895
2698,202752.052631579
2699,172496.842105263
2700,157144.394736842
2701,165565.078947368
2702,132629.026315789
2703,197980.394736842
2704,158698.342105263
2705,115597.368421053
2706,115014.473684211
2707,127210.526315789
2708,118028.421052632
2709,93239.4736842105
2710,115938.157894737
2711,294367.052631579
2712,340764.684210526
2713,159829.105263158
2714,163233.973684211
2715,179711.236842105
2716,141506.394736842
2717,201907.315789474
2718,208834.263157895
2719,162641.710526316
2720,166551.921052632
2721,138335.342105263
2722,207744.078947368
2723,132212.973684211
2724,115407.657894737
2725,122726.973684211
2726,148286.842105263
2727,142124.789473684
2728,184160.131578947
2729,178177.684210526
2730,129417.105263158
2731,110548.684210526
2732,123682.236842105
2733,167018.342105263
2734,145068
2735,132940.789473684
2736,146432.552631579
2737,114434.210526316
2738,183844.736842105
2739,163076.368421053
2740,124764.289473684
2741,141706.289473684
2742,166112.447368421
2743,128404.605263158
2744,142627.026315789
2745,122002.763157895
2746,116723.684210526
2747,172838.868421053
2748,152697.921052632
2749,119978.421052632
2750,121779.078947368
2751,114686.842105263
2752,291869.026315789
2753,213018.763157895
2754,339295.657894737
2755,177041.578947368
2756,116832.894736842
2757,120300.263157895
2758,109121.052631579
2759,195193.552631579
2760,211646.657894737
2761,129869.078947368
2762,135045.5
2763,195468.894736842
2764,188902.368421053
2765,229896.578947368
2766,202387.868421053
2767,126869.210526316
2768,131856.578947368
2769,129063.157894737
2770,138393.236842105
2771,114345.815789474
2772,100722.368421053
2773,236673.236842105
2774,145766.763157895
2775,147614.131578947
2776,163676.236842105
2777,180788.973684211
2778,117134.868421053
2779,226747.868421053
2780,119665.921052632
2781,112585.526315789
2782,126092.368421053
2783,131834.210526316
2784,130355.526315789
2785,177982.289473684
2786,93425.2894736842
2787,140067.631578947
2788,113785.526315789
2789,224045.263157895
2790,110228.394736842
2791,130198.947368421
2792,101459.210526316
2793,156777.026315789
2794,125493.421052632
2795,125043.421052632
2796,112122.368421053
2797,270035.157894737
2798,158081.5
2799,157482.684210526
2800,90015.7894736842
2801,116097.368421053
2802,134402.868421053
2803,230004.368421053
2804,167055.263157895
2805,119000.657894737
2806,111986.842105263
2807,124518.421052632
2808,142069.552631579
2809,119942.315789474
2810,122236.315789474
2811,184093.026315789
2812,138523.763157895
2813,226044.973684211
2814,226945.236842105
2815,114319.5
2816,216465.526315789
2817,134065.868421053
2818,120418.684210526
2819,194810.526315789
2820,169492.5
2821,122328.947368421
2822,297085.184210526
2823,384379.684210526
2824,204136.894736842
2825,203754.263157895
2826,121094.868421053
2827,146275.894736842
2828,267997.710526316
2829,223145
2830,293667.157894737
2831,167635.526315789
2832,195422.026315789
2833,231570.263157895
2834,225174.026315789
2835,207389.473684211
2836,206560.342105263
2837,170353.815789474
2838,140134.026315789
2839,193143.552631579
2840,190050.473684211
2841,220685.605263158
2842,218852.710526316
2843,139098.657894737
2844,173850.789473684
2845,113687.710526316
2846,209838.815789474
2847,215856.657894737
2848,169738.052631579
2849,215348.078947368
2850,245675.289473684
2851,213050.394736842
2852,211104.947368421
2853,239767.184210526
2854,125931.342105263
2855,177114.736842105
2856,221811.184210526
2857,208900.131578947
2858,167563.552631579
2859,176900.789473684
2860,100538.157894737
2861,139992.789473684
2862,208550.657894737
2863,93239.4736842105
2864,226709.210526316
2865,142401.131578947
2866,164784.210526316
2867,116719.736842105
2868,162697.763157895
2869,142540.789473684
2870,200446.263157895
2871,119407.894736842
2872,93425.2894736842
2873,127064.473684211
2874,141436.421052632
